Account Number,Balance
192855074306,665814.61
263963210250,Savings
293681845884,Checking
171660510464,192541.73
149715520417,419401.22
124134419321,853929.09
175144602963,Credit
100535063794,Credit
274898669084,Investment
156162373260,Credit
257960395707,577314.96
312043887192,863596.62
264867644266,558584.8
849222232156,763371.48
324115409155,119144.32
286649095921,65495.64
270746246536,Checking
230393760982,83662.38
255354964328,465850.82
708637809973,698484.15
111561722210,990751.49
302282328539,215520.62
137868332269,Savings
244060656781,240026.92
335788337248,Investment
174230688309,443916.48
153144010956,Credit
221076384909,390613.97
474694650354,Investment
284917570843,892681.55
254605467097,322182.73
515380980402,Checking
165198985969,686371.06
750015313551,Credit
169817293364,999215.17
195197697384,965375.16
279119714913,147405.72
582452348327,308895.67
165382896028,304334.51
159965735552,955297.68
318788583504,Investment
324269711004,483541.21
197732542094,246236.16
328955712114,Savings
204656044922,Credit
106713576304,Investment
164010510711,277020.18
209832762414,361442.3
867794413321,256117.88
305385249808,360122.13
649949051889,803681.44
282626883317,653479.07
262798882408,623790.95
674752005391,517821.69
183598544907,458497.69
176498034945,Savings
162812934180,Credit
166966536616,Checking
310730822543,714952.27
263671887666,90345.58
781341546322,Investment
161535733023,564383.14
419124898790,888272.21
213057929935,928667.55
212081396098,Savings
457205623031,600158.05
298366019912,364349.65
241672023059,435867.46
137094013221,208693.88
275303675979,Investment
510883293118,Credit
857045190509,122881.22
235301535698,261274.48
165947106336,512294.48
144464870194,886571.84
333484883012,Checking
235915032062,160194.57
761768079582,291619.11
331038742880,307086.46
305537813401,840750.68
571867380678,796922.05
108472477916,110149.2
187416348007,362038.05
271540939287,895266.41
322370509147,553980.59
208165548000,Investment
143451095577,253077.41
262011131387,165117.91
203784659764,93042.0
991695650042,459599.75
288224116929,687940.42
144612255526,Investment
473113956833,821434.84
851947450335,Savings
676611821799,600469.03
426654291614,19005.79
141579668343,873564.52
276564380893,76773.88
321370738199,358830.23
300154702444,Investment
274061250415,740989.57
306744421346,Investment
148689817353,8558.34
171233441003,566275.48
127866241894,Credit
155054998030,Checking
314498420640,690955.73
635472549332,227001.24
267571984403,Investment
140423038378,Checking
189509071617,Investment
195333736631,105798.06
194560784440,Investment
796796850166,542640.32
195036973893,970568.93
101380062446,329132.62
267026081216,750869.47
200218094271,798603.43
249776775970,Checking
318528550521,Savings
204850896050,Checking
169026803711,203980.9
102241084074,720349.71
702840304153,298509.69
284915772637,3878.77
205128194481,193732.48
311333083502,262928.88
742444368141,208815.08
281928214612,819153.01
288333089890,166844.84
337217832174,Checking
205620618432,33108.86
126625059850,255087.38
108275364527,Savings
297645107780,833105.22
791826089155,174857.2
161058205487,Investment
278930103596,218269.48
368454893594,755191.9
634413776912,457062.74
233367842549,684351.61
437227573237,714927.87
786983742932,Savings
632436204386,100917.45
115353949537,671399.54
232698495403,299203.51
224300992367,292417.88
134867960597,Checking
748006724361,888569.22
113881820996,Checking
193611346695,416050.8
301531804553,180935.32
242377945758,172396.9
434407713659,876168.04
248030151333,243095.16
161855769047,986225.73
792028429869,587295.93
522052265866,Investment
254776211439,214970.52
184486386168,Savings
153443866884,969377.38
324009248850,664418.74
320573905707,675768.69
690223775664,Credit
136177313843,Investment
596450264655,544731.55
101701813944,890577.7
241200720242,Credit
449866010005,590087.71
248372276063,509639.75
225068620913,Savings
322223309328,897822.92
194867997984,438581.83
306653802539,423414.81
321015042164,451372.84
177298415083,Checking
707576736883,286761.39
222988146713,Savings
616697956129,658052.25
184687542206,42917.59
189802306629,182665.11
248132336638,Credit
447149941714,549364.93
194859532500,567511.83
327063238618,Credit
173158143403,943857.57
312814804084,Savings
178101167689,Credit
286756719318,Checking
300751656595,Credit
223161517524,728952.02
248875508098,508175.05
212266111654,891236.09
335922378547,Credit
598559484829,503488.67
280616500818,Credit
326820980584,Investment
109792383414,943888.1
338115936816,Investment
311061607119,Savings
382020069009,181675.12
231591277182,58653.42
192559157793,Savings
605392643693,3052.22
320265061427,Savings
195880589217,194634.73
325368769642,Investment
232969197678,893293.13
285604109404,137591.48
124383825145,Investment
318889003065,171553.65
816363712658,491250.26
266464491497,331519.17
317321520971,826040.55
146878083642,845026.17
210941272373,103827.1
135518591108,Savings
261189236432,745501.45
194797640623,218195.19
341385432102,315020.73
162052684095,693053.3
196671736819,52520.91
250660343141,305448.43
232872138555,312244.4
270694053289,Savings
220518489119,Checking
267823351738,Credit
582225321962,203573.97
320778559093,Investment
420615238952,Credit
114180348377,11275.29
290487333796,Credit
349936841377,828732.41
137231869277,281132.02
259117897888,942857.34
306577766304,755587.1
673275288147,79509.22
113667289912,963678.53
310861484702,370010.66
333576258919,828673.47
240199901040,280228.75
130283485444,34796.54
304417400172,591025.52
103096154598,Savings
233213144179,377460.42
316344922654,349854.79
312707683300,922337.86
160271792231,603811.27
382000646003,570314.99
544401722189,101067.7
335802029721,Savings
208403429202,Investment
114686587043,Savings
181743771228,319372.72
149835041178,241843.9
166816296990,92549.36
236288955686,789193.16
278410245621,Investment
170219181205,979360.89
331384720945,Investment
172652022057,268515.2
181239170076,295436.08
284079234093,966514.01
893304106506,Credit
748998185216,Investment
136307277252,800737.29
113054813080,Checking
137066163531,Investment
299027807065,Investment
316996713239,Checking
135500156331,405936.82
715361810623,49860.79
268819054557,734447.64
158892239611,Savings
219096234344,574510.79
149524721825,Investment
141353580766,395923.5
507773060718,Checking
672382837226,Credit
322942532686,554990.93
336024420219,Credit
233463274015,Credit
661675940356,754969.9
268843787076,Credit
171887117380,630506.67
287586464377,27246.99
167753640975,852460.25
122460709349,636429.05
655844249980,832622.72
150558619825,28327.51
216046141988,Savings
168982152508,695222.39
313843467728,Credit
581679686503,760946.44
575305162589,628824.25
111635301017,356909.92
621373526848,Savings
551739674434,Savings
517998676842,Credit
880374851569,Credit
307407713509,Savings
912974053456,470748.01
232729052861,853108.66
211209723172,Checking
142008032567,Checking
345495528874,644951.84
262065105751,Credit
265761485570,Savings
126657798332,91717.03
241718338468,Savings
113257875684,Checking
209894865605,830631.34
527299648785,305919.17
138042620246,936447.45
589839574143,984265.89
317688734316,746471.9
812911532197,Savings
295675361889,891479.37
237293464171,710097.35
101371594975,319663.72
330364264843,854605.4
270567117890,Investment
986094191717,580705.89
188224390659,Checking
209819084782,265190.83
243680916599,Investment
136727455833,732581.66
106545121906,405552.69
336900207251,902784.24
179206849358,Credit
155025613640,922646.39
222307904421,Checking
481893926064,Savings
151775356544,930387.32
323552922532,286834.68
292018478866,747896.96
326586439982,664697.46
246487068157,493971.97
237344731654,Checking
134465604174,592005.79
203553622252,231534.26
288743866870,316244.39
242336008999,50288.95
269711269553,664087.11
199629863409,40004.48
176312413444,870162.01
114798475645,575099.22
309329188144,764286.11
111690433635,411510.03
254022006528,Savings
280498243480,115179.67
134788680097,99397.91
859989011940,Investment
307173492775,Investment
299288973399,972065.52
290068722923,Savings
933431148497,71610.34
663029698991,Savings
383621364728,373632.31
229984366594,402272.17
324647201066,966809.41
259596875218,Checking
204508437086,38625.38
289938962588,563978.06
676496893653,462656.11
223941599676,738305.13
199450981513,510864.89
324152555023,Investment
171381103193,Savings
176130090264,702298.94
106845628977,995863.6
300077194126,Investment
235120850933,800984.38
225050475853,59091.6
135016638880,318959.81
289091297360,118661.28
201919967563,441537.54
952753532629,195988.19
332355207674,754170.26
209198741396,401029.59
237271266763,922389.73
261243245775,630096.11
912655050034,Checking
126954763372,268964.81
254385084512,Credit
100116097764,Investment
300179126626,296496.28
185421526678,904522.71
580505920604,126954.08
855483855099,24499.28
256555225828,588116.39
173833753684,800370.89
176083961091,514517.96
888060377852,Savings
244118714595,394563.81
246446808441,489017.44
299048012313,711353.24
292674024079,683308.79
335307830570,251508.56
279713917984,277462.93
847446799185,Savings
289191711558,Credit
210383057824,916337.52
468926182476,214399.46
337609791226,Investment
856738196736,Savings
292154330489,984749.66
287618798833,Savings
221117098584,57380.24
186592938797,336159.61
387751133290,804863.1
274067695951,914690.44
255332106598,Savings
209470053040,Credit
162666078753,Investment
293722136188,Savings
183578734639,321052.71
267239568299,Checking
252296579312,Checking
261898024100,711040.96
259873519874,Credit
119232198403,828244.15
117733757795,Investment
218534442308,303730.91
236744782412,Credit
245278319732,Checking
190251570793,936062.7
186575951001,528288.16
143442409739,498868.31
141445106549,Savings
168226239559,Checking
266801674095,736416.71
227071462447,386128.62
329903259696,Investment
666485158873,Investment
109313890713,247693.17
323107876813,520731.85
148493989164,536497.65
543170353420,Credit
305028483187,267444.3
346663872296,494011.36
834583230685,Credit
291143505786,Credit
227326600429,709109.2
201904399728,735690.34
235667163118,Credit
123254580597,Savings
650290314591,Checking
734382430079,Savings
277066774141,730687.43
162545347541,Investment
228525142968,347989.62
695648039534,434045.61
903137530553,333887.74
915415311305,826926.03
295891045873,804879.58
326475303494,Savings
405229993188,Credit
395897746263,Investment
164695653087,546067.03
284239269951,590986.26
287159165816,336190.39
318085092962,812375.28
224879346245,506773.01
579129909685,Checking
144905140209,423729.0
310887533548,398924.87
198450494426,561629.8
192266140245,699765.42
269721316057,828503.58
176188259140,229054.95
206311239546,136184.23
244247927639,Checking
332437642137,Credit
115549887333,Savings
172830228083,578359.87
315254821926,954045.08
113902774954,926329.74
398294390227,988927.11
928958739113,513355.31
866705812614,604723.14
141827925317,183170.03
257053136346,420981.5
243474555970,901459.18
686044265030,Savings
120109235202,Savings
273624149857,85304.37
112819981342,10298.23
140355992557,Investment
731483236301,Credit
195673662953,Credit
214141969281,126309.57
299253671681,Checking
310779271182,482587.3
351673628572,Checking
174726240464,627667.65
164298585534,680499.65
112697760988,177052.77
118946321670,168043.0
171289642344,376233.05
546577089526,962821.34
239513575419,579044.6
415979385678,695049.75
125840664098,962025.4
115230444251,116908.16
131303627794,856791.92
242321169568,Investment
902653360737,113743.95
162429083095,840097.82
164520289916,473310.72
237721646958,Checking
315849064631,Credit
277666498631,341289.76
292022641067,Savings
176412674589,38153.49
317870025827,Credit
297573687210,Credit
255255165140,Savings
985134152400,874566.44
157953273676,299066.11
173116009977,822326.88
104061369572,702646.11
179494722598,830089.96
253090358414,901459.4
118378646238,Investment
211585799046,893181.02
213186786985,Savings
439290825902,Checking
145205954870,110431.28
137216586863,237163.2
241489216507,Investment
136778949125,639204.96
219538282536,587295.98
191911088174,889767.92
174769504417,901517.2
260319297667,772641.1
211355673734,562619.17
230305356321,377570.17
305423773522,Investment
510862718635,Credit
537913992878,57478.08
283120698819,998976.37
291715754436,14610.48
202136673847,151069.03
286456499732,150042.34
236808468992,Savings
287150957267,Credit
481338069724,165385.87
162287871874,Checking
145226260355,114571.06
610578716819,372323.44
131884314054,389439.03
231822793965,Savings
806685018480,Credit
249456630509,120754.58
273691396225,956279.62
202942230696,46131.52
130870638209,423280.7
339799728094,487682.13
252764362223,Savings
720301022698,122695.42
196658058248,499968.1
982710730504,214821.78
265788718640,628879.32
265353921669,Credit
217627352162,217789.63
322366922065,536021.3
514976546491,80329.7
160463955072,Savings
143452914118,520945.92
111342655069,952811.1
543079032191,459260.03
696803096783,552457.76
214339028892,334392.49
328998705271,210733.46
184121653273,878778.73
326793683886,325479.71
187585401155,414811.65
256866828344,391934.5
223454743615,869463.78
405202990127,768305.47
152094582694,785280.88
267238098325,Credit
283485292277,485099.38
276279502240,Savings
252209687831,356857.8
258240404289,428264.85
224730307155,560410.61
101537483017,905402.87
180657533006,531881.21
254955046199,471876.73
167863830070,63612.02
329794081419,466290.22
199254512035,359351.82
296311985141,188980.12
110468886040,805766.93
642271487554,463486.02
201004840172,277342.08
273383592470,Checking
264685475831,406006.24
116562100690,798509.07
264064148398,Savings
171754239291,799236.55
149207822527,151032.85
133329619756,Savings
168990561812,Checking
223419335306,450692.29
182052523430,707480.98
862445137574,460950.18
858664418883,Savings
292578518646,194192.68
502264433943,742378.54
293403637312,780359.69
314040775367,816483.92
323404424931,781651.43
235951162973,Investment
333409688277,574557.39
553613133254,868066.56
187632153851,Checking
186248334714,890772.61
943917663206,1094.11
307775281185,Checking
168234345367,851830.86
206241214192,727724.22
442394084326,482033.31
308602982837,210527.28
988250811507,645181.15
207687884523,934906.15
214056718994,Savings
183339363422,955003.66
205824332518,782790.3
125003322409,79450.04
148089578615,182934.77
185950198209,852510.87
338823819376,937554.05
261461291657,Savings
135450187077,Credit
183635631822,Checking
276803728851,514091.87
976027238504,946496.63
270375570564,Checking
862751754609,828016.45
701269802130,996477.56
168205100490,Credit
113834976533,Savings
148085045824,920296.59
320757174877,853301.04
685470051963,440749.98
227003914688,676509.93
175777798161,673093.54
218272683776,Credit
217315692315,Checking
287119555895,702182.08
119779454759,743.38
152726062522,599318.94
392716357919,412857.08
234820921941,Checking
222615527125,315893.46
132190367371,Checking
245150934925,220219.6
199757140505,254595.46
189920477293,Credit
294694584962,Savings
308500444159,885536.38
241940085833,163265.84
130062398439,375676.49
223061152612,439183.75
267347043977,21767.73
727612042705,Credit
235559923039,596748.66
650529405561,Savings
232174133422,Checking
162323890846,Checking
307231800173,363797.19
111602124647,Savings
608889812957,524068.91
434668584194,Savings
114622915465,125614.03
147866755742,Credit
412647508338,327188.48
236779603905,Checking
225334342693,307129.92
215227629964,553263.24
155441993355,775678.26
171947747097,467974.46
194543675620,667850.87
213152023039,Savings
165478897390,910703.99
281124816248,24680.11
888289080834,445423.92
295173210032,870474.15
257542067458,Savings
197487970852,790067.58
217865215569,820580.89
284214540599,667564.38
992448300139,Investment
188207837899,Investment
289120504905,653118.28
317182079150,65299.83
241865730769,Checking
293450463299,473628.5
317243321493,Checking
605043515544,725980.15
304110604495,871762.27
146671159109,Savings
169315806218,Credit
240617205841,310593.85
184440821269,Savings
337174725171,752092.45
134951947229,813585.0
330958510814,515057.76
488671967739,276869.23
334099975434,973168.0
247154926447,462340.93
147198627374,676309.39
143697458493,251881.46
338487579677,Investment
383205694783,644319.33
143341929962,199659.39
830496861707,Savings
295405327888,859170.2
732236248413,Credit
170297016774,136481.35
161426202293,356317.81
199521442393,404861.73
249660973853,393987.42
167902218740,257175.64
107498581347,663611.26
323723005303,Investment
109402732758,501819.63
292345173613,Credit
285559937477,362143.89
112475083004,38458.9
185386194129,65623.63
160854271536,195511.19
575416493401,986871.34
261834891099,395642.26
202159232847,784169.76
655839010005,44857.82
265400603306,588563.12
150234935771,439952.23
295158000461,586480.24
202615242917,605780.43
610926647574,997407.9
776998115157,528863.83
554336940855,841201.8
259819222985,Savings
307554473384,95509.25
152625892506,912021.44
336422909859,Checking
181003044445,76285.46
290648168442,681766.03
299506853477,684885.89
299239612675,Credit
195622085761,153981.8
827016536464,442725.22
339250085857,546687.51
448882711872,Investment
327791197542,Credit
265709039866,936534.77
338908208130,Checking
185893639279,29100.43
183578772950,302367.17
423411699908,270186.73
712152397350,710721.69
250786436108,123466.88
246939705052,Credit
339129376446,Credit
316547019694,389092.43
176017221523,576321.51
817078737801,443344.99
581060400721,Investment
224862916729,Checking
121174892645,590299.04
168145697267,Investment
339438116831,246902.99
203859292785,447202.45
245292847981,477720.26
647012329628,214574.62
309141269235,568723.48
338914232468,423052.47
164284438388,953677.35
311187646776,Investment
255289293873,279172.19
271847764205,594580.11
287084988864,Credit
329934389841,132817.45
130145168301,106469.63
109046930928,504397.21
127576594649,Investment
254885753749,438905.0
335611000012,Checking
200230599991,Investment
164070863582,518995.83
219235851442,Savings
105995356617,Investment
404709311782,Investment
235977403408,390983.01
768770072553,345592.58
138858088586,453063.94
267772373558,406650.16
257436254353,Checking
797007312830,Checking
175537163666,669705.87
261387717284,231008.29
102979667080,252797.23
107865080350,335599.51
185283100972,779693.62
204697297599,Investment
339128825724,177339.63
130052654477,162357.38
278212499898,715327.91
784526811366,639827.0
264767676870,677732.68
231023049761,733285.57
149927321050,Investment
274505838331,Investment
629518253420,363706.01
303972308807,908061.67
339816451312,824341.32
123157479159,Savings
326515998646,164866.11
266703501846,991053.5
202628448396,686427.34
253193782976,325795.47
570493713394,Investment
130795642014,Credit
172962344729,874121.38
133244966600,410121.6
316410612063,Savings
247691624482,Savings
702582052050,210562.5
150489112965,Investment
322859491141,366223.18
308246029194,Credit
202112432052,517688.14
875818033449,650153.92
309231950096,671448.89
125650181917,708199.48
224685918017,Checking
103752451958,Checking
709449367665,623750.68
305226699183,870919.26
189680572571,Savings
285913256880,56451.65
321758595606,474408.73
232931242624,Savings
332186687979,Investment
180172823114,Credit
923932263762,506672.1
130307214931,302704.96
757330961254,Investment
196400548314,739020.09
204362751212,994560.37
222715446626,Investment
350682820087,Savings
186698025901,129695.57
562914079770,Checking
189418435992,919706.12
105290243039,753406.91
121957504505,734908.49
162902498541,Credit
155001962432,Savings
340071312334,908175.27
207643078351,10490.77
829723492236,26235.66
131079515863,167575.28
321345307152,Savings
333106843379,350630.14
453314594088,Savings
297243440302,Checking
187152912394,Credit
119932674126,794476.01
840679525751,650044.89
130404941469,Credit
231523539759,Savings
459581017041,45218.76
225604170142,Credit
175047538117,478273.09
210145230370,Checking
104232207493,Investment
745291676974,31007.26
145741593561,Investment
772523227074,805016.86
773134679583,930697.3
137401237881,111065.54
205595260413,220585.95
668870141391,580958.87
114561297721,495963.74
161881988081,231248.62
100632898313,Savings
162261539591,679785.01
140785422954,468932.64
176085755238,829878.22
195133049215,91022.12
313423751808,309114.9
367107766467,793758.79
152983501307,Checking
304919505650,828259.32
193330654423,141284.7
171022520314,141475.43
125714489922,864134.01
248234978632,Credit
222988804221,378672.29
153697295198,415775.67
287283543073,Checking
263993492353,592947.27
140353815030,981354.52
120913398747,145636.42
336784949976,181787.83
100595375358,894327.04
162067068865,12807.19
105621443393,477517.5
609533019261,630289.93
205270544516,40223.98
265030581558,Investment
231912300943,184788.1
677340967981,868086.69
260236534182,Savings
314846829728,Savings
111582856974,644.09
130278684454,843141.81
304442856386,845511.47
148655978686,221307.72
228261162043,251134.12
329767878265,Savings
261643066199,Checking
280465421393,774325.32
736661186677,264152.01
776471723530,Credit
305626618909,501880.36
127285799720,718544.9
232528765680,900380.09
112353103924,675752.24
691925428398,573078.5
299017478837,664517.67
577733023291,680689.96
123145409099,305037.65
228250512199,830102.7
290230508830,Credit
102669502683,40032.26
629903074335,389239.19
316171053489,917578.97
174891465271,55474.02
128836118507,913266.59
445845635749,Checking
130197512499,598662.63
548211736867,Investment
226440446202,870840.01
130435796555,198189.29
335815498493,Checking
767404929637,331655.69
330938216559,198840.62
782095472351,312043.09
430488437997,272044.46
167883171082,906057.94
307821956651,448312.65
104335430154,90339.57
730833069733,931250.46
152745413436,851010.17
175963119825,Checking
170227532166,Credit
295597067799,762753.05
137994461776,400432.23
248253567908,Checking
102166785645,Savings
136216258677,162359.39
299480124888,734817.48
198654931850,Savings
248748218240,220219.94
157417449183,262880.41
283946818744,974069.33
140234456835,Savings
225825015921,883355.18
875066541948,90385.14
313322689684,Savings
100903487195,Savings
167828180013,Credit
118435984846,950060.25
303049593771,826842.92
329504779050,667415.54
100439011224,868004.49
295670985725,319609.57
280967946087,390468.12
832350661461,401832.82
269549129634,Checking
212114915961,756717.97
179554968725,274283.61
219703297289,593657.4
172985345497,Savings
116198017533,Savings
128433915432,689027.99
202710566292,748445.5
929615514403,846885.21
657540078009,Credit
275751109782,715376.06
272905139978,305310.58
824423119789,865406.03
282160076921,289679.56
350729964627,868376.69
311745418036,Checking
839253978563,Investment
978870344128,Savings
138747252771,587057.56
218634397937,Checking
315046655437,Investment
181436501734,516375.82
100926039194,710600.28
141669135036,316079.8
245971964260,Credit
286506900866,Savings
119723382929,286254.95
275183691583,Investment
487499747168,Investment
314974222250,192961.66
142206098519,Credit
331957398571,286758.46
300009313900,456657.27
741223926604,222544.04
132908475500,852808.0
513413670943,409233.58
112606125707,919943.72
229280615655,Credit
110843057513,Credit
226921426071,842251.21
295767179942,Investment
905432386974,Checking
270245524302,707614.43
133467709806,Savings
187631767974,206419.78
869096626487,952528.78
222318185606,373632.25
242769322216,472948.5
738319447928,303971.57
166194183404,147367.16
236776328843,249572.63
243063621839,747477.45
118017957644,Savings
491240269916,727007.01
154691380047,9448.18
235221192253,Savings
375844142079,Credit
213922068649,658637.04
291315771514,154296.25
221257775927,Investment
245478017533,885089.03
718852404231,976779.45
233880820633,152879.14
152745584337,570516.28
503365620422,Investment
172796244473,338154.89
870127649976,Investment
720513853215,56231.26
215639770667,Investment
632388443615,Credit
239376274999,Checking
165589007643,412102.65
116890263030,704191.01
227309944364,Savings
152582852114,Investment
274826039817,Savings
271298298846,Credit
152223715310,Investment
417313746632,130718.14
250910037094,470611.96
123353213431,7363.04
216771915101,Credit
211116048401,848611.43
962260372817,Savings
251338346275,901929.17
218496500243,Savings
131906533779,Investment
325770698333,937626.02
150599869273,Investment
167420727662,333723.21
173727754787,350053.05
100796509728,Investment
291360341869,Investment
290475963402,666476.85
239337056385,641974.94
139994354547,426373.21
192120571923,Credit
255371499141,42835.43
144141047424,43699.01
136686098891,Savings
118154686886,529382.58
205474585840,Checking
215475668634,Savings
197275788665,936021.63
203340872643,814897.07
101839707836,Credit
174830311929,944357.56
724788610386,372440.15
672484835416,850354.89
242357641141,104577.54
228028712831,Credit
172494405090,Checking
654473092567,458555.81
211181291901,Credit
442644591539,Savings
928770696147,802486.09
260933965862,303874.33
214993684611,Credit
265615554101,Investment
553082349372,Credit
157605654982,852507.95
266656574319,Checking
252323568648,488988.22
717812568974,181772.18
539918992615,398164.9
149027894513,685738.67
239557857459,Checking
249712420830,34648.15
124371019221,526784.89
327929631172,177358.29
110236184440,233945.61
227750735813,Investment
319634806567,Investment
138672231527,959049.97
276267022292,Investment
123907930896,Checking
195641136749,129159.25
231511964148,98061.79
227103993226,611457.35
206707493355,442218.14
190771094306,Savings
187053807111,Credit
119377871995,421147.28
295417986625,Savings
754755769069,159650.78
291762939818,876373.7
227638858603,711174.9
614468546272,Investment
321734116760,319950.16
292204728449,Credit
328570207638,131117.9
264252757473,344527.6
121930039673,Savings
231011659968,871409.65
306264315769,68136.92
175595420892,78021.29
193475181111,Checking
378356860747,385386.23
217079158644,584770.51
261849049281,781271.88
124708795060,609083.92
286401928371,Savings
205092295281,917516.41
324725297098,974174.36
706654591178,Investment
189843889567,304892.25
754378109848,572959.4
257202941767,916906.86
298010938342,852295.1
167434867942,457133.13
871135300683,904922.76
872622315440,Credit
186606060472,847613.74
217089343865,Investment
320439293055,124641.07
471670893923,106956.38
239170551277,227289.47
228226268130,697741.87
317390719761,Investment
165537316687,222508.53
308759310637,687321.29
255541700427,510146.33
129603497864,Credit
191613684861,664233.34
152447972356,Investment
813541970945,376852.56
628563498404,9176.1
317477386575,132152.48
263121938220,151428.81
152585682409,Savings
299598715257,937971.22
279174782170,301547.72
322313531510,Savings
207222470479,960619.23
162772753161,86540.23
251072342931,Investment
116514533647,646062.0
145552537296,537624.62
307472126940,Savings
146324119750,163401.95
222196652641,326269.02
337109374565,195119.44
189566196421,829383.24
217589680384,Checking
111110492129,748507.1
914661814310,Investment
308930983502,Investment
130663550199,Credit
161772900299,724385.67
113237006041,440865.83
570964649853,Savings
182630139603,394079.4
333589758938,6591.19
272683008213,Savings
103978451005,918973.2
353279600502,196415.46
321994585688,Credit
321494226327,903176.66
221140314024,776058.77
109064440890,341857.94
110586213380,804227.83
250178990206,Checking
122203961831,125043.72
906113482954,Credit
205184109471,929321.88
782301718412,Investment
302204767557,918878.72
293729991547,339780.84
217810347287,568018.45
309137815369,10656.99
167386336539,Checking
158315034073,560789.52
102229986866,446890.51
323984860154,Savings
297202696777,331410.63
742179247072,Credit
223031820194,Savings
327042331378,Checking
227365750947,Checking
127359621041,384926.11
217598378154,506141.04
270656050400,Credit
192149404751,50097.83
175050138729,937169.8
268057853406,161919.83
141805183334,618940.56
209042587944,Investment
339574337983,Checking
129158138502,859006.24
175998916981,44436.22
236135530770,198806.12
111890781513,815866.93
179229942093,Credit
439708771371,614501.92
193480682452,Credit
150392066215,456645.37
204019800609,644375.23
226393482819,481898.12
296019631685,Investment
124197167135,421053.78
327997935815,700059.75
200680837565,Savings
249385704783,145742.28
626241063552,Investment
199117722702,582096.76
322306183586,887551.59
926797691849,Checking
167913460238,158508.81
332359871049,Savings
293609360827,Investment
151010692983,Savings
509661802540,Savings
894505704039,313197.28
102872598235,473005.84
242837072260,366515.46
166562116864,701199.74
975740907383,913866.17
303944247329,Checking
309953835727,576961.04
336674022835,130126.78
103081644952,Checking
671135930022,707929.53
403265531598,222276.16
360175799949,568567.18
773500975567,Credit
448870994740,Credit
303356328141,Checking
118998964772,412563.83
270842200474,343946.67
164014063417,Savings
212562563402,Credit
195637129895,753705.69
489241711030,845710.61
585001840827,70765.83
237454098874,989911.97
286023193941,Credit
180208516846,217085.87
268842229389,Savings
304603704311,626008.83
741464900901,462593.76
122899737624,721420.17
526634370379,720135.91
966779145617,312271.5
412312403839,295899.67
294115308841,924316.93
260168120185,Checking
258489854934,Checking
174925486555,594100.03
931144732348,442059.11
147981676097,492873.41
274904922382,355343.57
337488242326,157221.46
565991627267,Checking
263716262384,453227.14
183728811309,95601.93
431800292232,162294.86
135249290869,392964.29
214916866597,Savings
272357507041,834290.31
183247360709,869698.4
206016671638,909588.02
108365753506,55785.83
633197374442,Savings
664730016677,216026.84
157393250160,635013.61
174655802655,627864.04
935586175377,689239.52
301934975738,389736.68
197682989819,756847.29
593572199038,955419.7
241242082242,Savings
265633493582,255761.45
336073293236,495615.1
372231603863,711007.31
225841352034,Investment
556649286985,303932.88
272374241204,978334.25
226442538045,808918.14
274182458248,636283.3
125878313625,18663.45
194073522240,363460.96
421169913328,562969.64
118186028370,Credit
187445045179,Checking
162268026758,782632.66
241754890196,Credit
330224859977,694398.74
139743422739,88914.79
252144349498,Checking
113767731779,Checking
461428144163,829504.77
316759140125,559438.38
159751120991,23556.56
281767045552,808372.31
197014426051,792621.38
276247179547,19303.58
236944816371,Investment
115203238943,131659.89
127741649198,Credit
195040354282,77963.91
200392055954,Credit
215634233266,73177.84
188912395135,Savings
217180915719,187532.28
254601777437,Credit
905060917338,499890.6
286023019794,361885.75
169393446068,969311.34
162157765768,675763.95
289656045419,Savings
158586028994,Investment
299692525305,Credit
141365238804,Checking
246962446342,503585.97
125476014465,Credit
875456463567,802257.65
255336213661,224689.57
330310704155,493265.55
326455489070,450886.48
283134451219,Investment
261418933366,986258.71
958797153621,374530.85
210414016499,801321.61
211234401578,Investment
355898174588,315169.66
185991391785,107060.26
335249373064,946118.8
294602353759,577399.48
243138849621,769210.52
336845180083,Checking
562672681217,686413.57
189096421486,262856.02
114948670163,551552.69
139208023716,Investment
571179168080,Savings
273612084839,924355.65
237563799051,44377.95
176177440476,Credit
327024270327,782231.36
411863804295,746102.17
736602501674,330473.32
259156996967,760533.8
164722756731,830102.96
237556490643,Savings
233172401303,Checking
131183363730,137520.18
837840276760,Investment
280214979816,Credit
326070604648,Checking
193542054320,857302.37
478574082502,277498.1
233784620268,221992.43
668663706045,458760.77
253486514628,Savings
133763334966,Checking
241906527158,309664.43
122746685186,Savings
339988854558,562619.14
629321142191,822583.81
216857717424,620131.43
163387374582,707984.37
272708393612,Savings
599919717681,250976.96
135149025030,730403.88
177157330197,722445.46
135326603359,497793.7
166332995628,615111.31
317722143699,Credit
764656515970,550268.16
528785759930,Savings
776409995689,811125.4
251355696787,535036.17
215083652783,358192.99
303075748586,889673.05
274664548204,Investment
313930777155,509902.4
611082010334,977045.93
260399417261,Checking
280018542445,74818.69
459742658772,260388.15
839352652889,883828.43
259377476137,Checking
156757770704,658530.33
111793015188,Checking
132015001326,534319.58
146292642406,238042.21
550884559517,Savings
298661335224,500907.4
195852882937,251955.68
537742113582,469252.89
705685341946,510793.15
239408943193,897767.78
106531162937,178088.75
107075348515,249764.42
266189305283,635865.28
240722215619,Investment
316201897555,909783.89
353862658304,588488.89
187178793629,106660.26
309247512556,93809.87
187355977997,Savings
